,Midea,Haier,A.O.SMITH
耗能/美观/漂亮/温度/比较/效果/情况,0.36569846520149013,0.41605717402630776,0.28590494107329256
购买/质量/家里/好评/品牌/值得/信赖,0.44782788737621104,0.4541882413922092,0.39745911515141713
购物/讲解/耐心/细致/细心/热情/机器,0.18647364742229885,0.129754584581483,0.31663594377529036
