,Midea,Haier,A.O.SMITH
耗能/美观/稳定/漂亮/温度/比较/效果,0.38232635530679077,0.4281091702195076,0.29150611501591767
问题/选择/这款/装修/简单/活动/时间,0.10517266897611266,0.11499613676674897,0.07221661919259212
购买/相信/物流/放心/收到/推荐/售后,0.2739276113649032,0.2551796683134182,0.22362158823627706
购物/负责/讲解/认真/耐心/细致/细心,0.23857336435219337,0.20171502470032515,0.41265567755521315
