id,product_id,score,comment_time,comment
11772,6723160,1,2018-08-14 23:52:09,师傅把水管都弄坏了。
11773,6723160,1,2018-06-30 23:05:12,我看人家都是免费安装，为什么我却花了四百，朋友都说贵了
11786,6723160,1,2018-12-05 10:00:01,"那买的时候是看商品免费安装服务才买的。工人上门直接要450百的安装费，拒绝之后又要150打孔费。
想问一下京东和美的，以前有没有沟通安排？安装需不需要打孔？"
11790,6723160,1,2018-07-19 11:13:49,物流比较快，送货速度快，明管安装费用*元，打孔的时候把我玻璃还打碎了，维修更换费用*元左右，最关键的是安装完由于水压低启动用不了，所以现在装好了，但还是用不了。
11792,6723160,1,2018-12-31 23:09:54,所有都好，后续安装简直就是坑，厨房有热水，浴室没热水，怎么安装的？还把浴室原来的水压给调低了，大晚上没热水洗澡，气死人。
11795,6723160,1,2018-11-03 17:40:19,"让他用PPR管,先麻烦不肯,,,,,,,,,,
安装材料免费的,让他装2个球阀,说没有....,,,,,,,,,
忽悠说只有 排污阀, 要另外给100元, 呵呵,,,,,,,,,,,,
没办法,只能听他忽悠,然后去美的投诉了哦.,,,,,,,,,,,,
装个球阀就行了,呵呵,坑我100元,,,,,,,,,,,,
我自己水路留的好好的三通给你装,不装,就为了坑我100元,,,,,,,,,
什么指定青岛联大、浙江盾运、诸暨哥尔德?全是**,,,,,,,,,,
你告诉我,我装2个排污阀干什么?干什么用? 排污口在哪里,如何排污? 整天忽悠客户,,,,"
11798,6723160,1,2018-11-15 20:29:41,一个订单下了几件货，最后却少到了一件，网上买东西没经验，不知道就签字了，谁知道被京东和送货的给坑了，真差，
11801,6723160,1,2018-12-04 09:32:39,卖家推给京东客服，相互推，根本没收到货，还给我显示签收，我就呵呵哒了。服务态度差到爆，客户体验差到爆，比起**，舔脚后跟都不如。
11808,6723160,1,2018-12-04 11:27:10,售后太没素质了 以后再也不买了 美的这么大的品牌 居然售后素质这么差劲
11814,6723160,1,2018-12-10 15:55:45,差评，说是安装不收费，售后安装师傅上门还收了*块。燃气管子还是我自己买的。大家购买谨慎。
11815,6723160,1,2018-12-21 08:40:03,热水器就是一个坑，机器一千多安装费用干掉600，这么多是买的起装不起，而且这个排烟管还不好买，最好是自己买点辅材！
11820,6723160,1,2018-12-07 08:56:18,很不高兴，质量怎么样不知道，买第二天就降价了，还不给价格保护，辣鸡
11821,6723160,1,2018-12-01 18:47:57,差评！真的是差评！售后服务态度又差！安装师傅乱收费，收了*元！联系售后一个月都不解决问题！以后都不会买美的电器了！没见过这样的卖家
11826,6723160,1,2018-11-21 12:09:13,第一次感觉美的这么垃圾，说的免费安装，收*，而且管子屁长点还收*元，50也就算了，还是坏的，气死人了！一个客服电话都没！非常失望
11841,6723160,1,2018-12-20 18:31:16,一次糟心的购物，双12活动*元安装价同*元活动商家售后竟然不承认，且售后服务态度极差，安装完成后收取安装费用*元，咨询美的*客服建议先付费再联系客服处理问题，安装完成至今已5天，JD和美的客服均投诉仍未解决问题。作为一个家电大厂如此服务，很是失望，以后坚决再不买美的产品了?。
