id,product_id,score,comment_time,comment,sentiment
29308,66879216254.0,5.0,2020-06-30 18:24:24,外形外观蛮漂亮的还没装修好还没有试,0.9994902276090283
29309,66879216254.0,5.0,2020-07-06 12:06:09,外形外观漂亮安装服务快速服务好安装满意,0.9992036583647385
29310,66879216254.0,5.0,2020-06-20 10:34:52,安装服务师傅服务态度好外形外观不错,0.9743594280767994
29311,66879216254.0,5.0,2020-06-15 14:35:04,安装完了还没使用感觉挺好的,0.7717299170852683
29314,66879216254.0,5.0,2020-06-11 10:43:52,送货速度还没拆外观不错,0.984302403499937
29315,66879216254.0,5.0,2020-07-04 13:25:24,安装服务安装满意细心观察细节帮我做好了调试,0.9861894974152438
29316,66879216254.0,5.0,2020-06-20 21:35:03,京东物流速度一流不过新房还没装修好等装好了再来说明效果,0.9938024921997023
29317,66879216254.0,5.0,2020-06-07 13:34:34,货收到了还没有安装呢等安装好在来追评值得信赖,0.8931575065508012
29318,66879216254.0,5.0,2020-06-08 14:16:58,外形外观全家美的套装虽然还没安装但是还是很期待效果,0.9998770697826116
29319,66879216254.0,5.0,2020-07-05 16:48:24,送货挺快的还没有安装等安装完晒效果期待使用,0.9719091665282094
29320,66879216254.0,5.0,2020-05-06 10:44:39,数码产品都是在京东上购买有保障而且都会买保险,0.9335340207810702
29321,66879216254.0,5.0,2020-06-21 17:18:22,还没有安装使用但是看评价还不错期待惊喜,0.9872064571864694
29327,66879216254.0,5.0,2020-06-22 12:35:45,安装满意给师傅点个赞,0.6192403798144329
29328,66879216254.0,5.0,2020-06-23 21:49:31,外形外观简约美观恒温效果因未通气暂时还不知道后期通气使用会再追加评论噪音大小声音看安装环境一般情况可以接受,0.9871930724742617
29329,66879216254.0,5.0,2020-06-21 11:07:11,房子的的装修还没完成看了好多最终选择了这款趁着618活动买了安装完成后再来追加评价,0.7410362637014131
29330,66879216254.0,5.0,2020-06-20 18:32:37,装修囤货中房子没有装修好等装修好再安装,0.8585951186866422
29336,66879216254.0,5.0,2020-06-24 22:06:07,送货速度挺快的性价比高比实体店便宜很多,0.996470624303948
29341,66879216254.0,5.0,2020-06-22 22:21:05,外观还蛮好看的整体还不错,0.9989278660180391
29343,66879216254.0,5.0,2020-06-09 11:32:07,装好了满意,0.6695092181080199
29346,66879216254.0,5.0,2020-06-22 10:35:15,特别满意哟,0.7685315274283836
29352,66879216254.0,5.0,2020-06-15 10:41:54,噪音大小小恒温效果很棒,0.9055872939048987
29358,66879216254.0,5.0,2020-06-08 12:54:20,安装服务好态度很好,0.6956036196777202
29362,66879216254.0,5.0,2020-06-23 14:39:25,还不错物流蛮快的,0.874081432407868
29364,66879216254.0,5.0,2020-05-26 14:35:55,完美～安装服务完美,0.9251984085346959
29365,66879216254.0,5.0,2020-05-26 10:46:24,认真负责非常满意,0.6487873605519539
29376,66879216254.0,5.0,2020-06-06 11:12:58,服务非常完美,0.8143542522663793
29379,66879216254.0,5.0,2020-07-05 09:40:26,安装一级棒,0.9304682499651161
29380,66879216254.0,5.0,2020-06-29 16:19:51,非常好谢谢,0.7172908717489199
29381,66879216254.0,5.0,2020-06-29 12:36:47,出水速度快,0.7840854487943292
29394,66879216254.0,5.0,2020-06-07 21:55:07,东西收到了还没有联系师傅安装关于产品质量暂时无法评价唯一不顺心的就是物流配送这么大的热水器居然没有帮我送到楼上有损京东平台形象京东是以家电数码壮大的总结京东的优点就是高质量服务建议加强物流配送服务监管体系特别是这种大件家电不是卖出去就OK了从运输到配送到安装售后都是消费者极为看重的最后申明写这些东西不是单纯为了发泄情绪而是信赖京东希望他更好,0.96629474828795
29418,66879216254.0,5.0,2020-06-28 22:26:39,认准美的牌热水器外观大气质量很好会介绍朋友来买满意的一次购物,0.9875607730476776
29423,66879216254.0,5.0,2020-06-27 14:27:03,外形外观很漂亮安装服务很到位收费合理噪音大小水泵工作时的噪音尚可接受恒温效果零冷水效果真的很棒水龙头打开不到3秒就有热水流出,0.9839163272047143
29436,66879216254.0,5.0,2020-06-21 21:51:35,外形外观外观很喜欢大屏显示颜色跟厨房瓷砖很搭恒温效果一级恒温噪音大小小出水速度快,0.9997589654737538
29448,66879216254.0,2.0,2020-06-17 19:00:11,买配件不齐全安装全部费用元如果觉得划算就买上门师傅一来安装全是推销如果不买他东西安装不保修如果是坏了一次上班修复全是坑打电话联系客服说是包安装但是不包卖的费用自己想办法打电话问客服说有的买回去安装费用要元你这个600已经很少了,2.1471713296250527e-12
29458,66879216254.0,5.0,2020-06-08 17:32:57,发货挺快的包装结实外观看着不错安装师傅提前打电话预约上门安装很给力十几分钟就安好了态度很好我不懂的他都耐心教怎么使用出热水很快噪音很小,0.939035925562316
29461,66879216254.0,5.0,2020-06-07 19:34:53,外形外观我最爱的白色和极光屏幕颜值高噪音大小小出水速度快安装服务耐心速度快,0.9999863197761759
29486,66879216254.0,5.0,2020-05-04 06:56:29,外形外观好看大气恒温效果试了一下效果很好有零冷水功能很好噪音大小还好跟之前的比好太多了出水速度很快安装服务客服态度很好耗能情况还不知道但是客服说他家也用的这个能效不高,0.9056106468972249
29488,66879216254.0,5.0,2020-04-21 21:02:48,送货快外观很好看可以连接手机控制智能方便美的大品牌放心首选,0.9999766230025394
