id,product_id,score,comment_time,comment
15049,100002419329,1,2020-05-06 09:08:00,差评出水管胶圈渗水
15050,100002419329,1,2019-08-19 15:23:13,差评妥妥的客服下单前说有218的电动牙刷赠送到货了并没有看到这是欺诈消费者一问客服就说送完了我哪知道你有没有头一次遇到这么坑的京东自营店还说给好评送家纺价值1499我谢谢你昂留着你自己盖被子吧真垃圾第一次京东差评留给你了快递小哥还是很好的
15051,100002419329,1,2019-05-25 21:31:03,本人也是京东老客户了最不好的用户体验我家的热水器坏了又换的你们的产品先不说产品如何下面两件事让我十分恼火1你们宣传的免费安装这我可以给后面买的人说这个根本就是虚假宣传安装费花我俩白多而且安装师傅态度十分的不好和我老婆都吵起来啦他安装只图自个省事安装工艺太差2说的嗮单送赠品询问客服后得知新疆西藏的没实物赠品这种条款是对我们新疆歧视我建议新疆要买的要看清楚中间跟网上客服沟通也没给出合理解释我前面也在京东买的美的热水器所以这次才又买的产品还没有用几次不想太麻烦就没退我认为这次广告有虚假宣传做为商家店大欺客想买美的朋友可以看看
15052,100002419329,1,2019-11-23 21:52:10,热水器声音大安装热水器收费元我热水器才真坑安装师傅三根管子都是用燃气管水管没必要进水水管长度不到两米两头还都安装阀门多浪费的阀门还不是我们自己买单各种配件费用太贵以后再也不买美的产品了太劝大家买东西一定要长心别被坑了太气人了
15053,100002419329,1,2019-06-23 20:02:38,这一星是给安装人员约的4点快5点了打电话客服说问问看5点十几分给我打电话问我还装不装我5点24的火车你说装不装？后来又说客服给我约的是4点到6点可是我当时说的是4点4点跟6点可隔了两个小时美的的服务质量真是越来越差约的油烟机安装的说4点人家准时就到了还在那里等我十来分钟真是没得比
15054,100002419329,1,2019-08-02 10:50:40,安装费页面显示零元安装结果花了小600劝各位别任性我认为有误导消费客服互相推缷责任
15055,100002419329,1,2019-06-21 09:36:34,使用非常差必须要给差评声音跟打雷一样比打雷还大声618的价格更低但京东就是没法让你保价什么有赠品什么用白条～你有那么多条件那你宣传页面保价618说个锤子
15056,100002419329,1,2019-06-18 22:25:52,花了300多安装真是有点骗人挨着天然气接头就在窗户下面材料费还要了300多我觉得太坑了不抱怨安装人员制度问题差评
15057,100002419329,1,2020-04-27 14:43:41,千万不要买打火延迟问题严重洗澡时每次关了水都要重新放冷水真的很浪费水
15058,100002419329,1,2020-03-26 17:17:51,1变相免费安装耗材太贵了耗材将近需要花五六百什么都要收费的购买需慎用2热水效果不是很好都会放很多冷水的
